TotalSales,ItemCount,UniqueCategories,ShippingDays,OrderYear,OrderMonth,OrderDay,OrderDayOfWeek,OrderQuarter,IsWeekend,IsHolidaySeason,AvgItemPrice,LogTotalSales,Segment_Consumer,Segment_Corporate,Segment_Home Office,Region_Central,Region_East,Region_South,Region_West,ShipMode_First Class,ShipMode_Same Day,ShipMode_Second Class,ShipMode_Standard Class
763.5079999999999,5,1,4,2023,9,22,4,3,0,0,152.70159999999998,6.639232489670154,0,0,1,0,0,1,0,0,0,0,1
1668.988,5,3,2,2023,10,12,3,4,0,0,333.7976,7.420571719756242,0,0,1,0,1,0,0,1,0,0,0
200.73600000000002,2,2,2,2023,3,1,2,1,0,0,100.36800000000001,5.306959911929378,0,1,0,0,0,0,1,0,0,1,0
3747.9300000000003,3,1,4,2023,8,24,3,3,0,0,1249.3100000000002,8.229225744915823,1,0,0,0,0,1,0,0,0,0,1
1918.79,3,2,4,2023,9,15,4,3,0,0,639.5966666666667,7.559971084039946,1,0,0,0,0,1,0,0,0,0,1
106.5,1,1,1,2023,4,18,1,2,0,0,106.5,4.677490847567718,1,0,0,0,0,1,0,1,0,0,0
18.176,1,1,3,2023,11,21,1,4,0,1,18.176,2.953659497132083,1,0,0,0,0,1,0,1,0,0,0
24.588,1,1,7,2023,5,21,6,2,1,0,24.588,3.242123491587891,0,1,0,0,1,0,0,0,0,0,1
190.72,1,1,2,2023,11,7,1,4,0,1,190.72,5.25603597429143,0,1,0,0,0,0,1,0,0,1,0
263.78,2,2,1,2023,4,5,2,2,0,0,131.89,5.578899292509511,1,0,0,0,0,0,1,0,1,0,0
806.4090000000001,3,2,7,2023,9,7,3,3,0,0,268.80300000000005,6.69383035524797,0,1,0,0,1,0,0,0,0,0,1
42.32,2,1,3,2023,9,27,2,3,0,0,21.16,3.76861442213279,0,1,0,1,0,0,0,0,0,1,0
74.52,1,1,4,2023,2,3,4,1,0,0,74.52,4.324397521837245,1,0,0,0,0,1,0,0,0,0,1
525.95,4,3,4,2023,7,24,0,3,0,0,131.4875,6.267105667379946,0,0,1,0,0,1,0,0,0,0,1
529.14,3,2,2,2023,5,30,1,2,0,0,176.38,6.2731411226078455,1,0,0,0,1,0,0,1,0,0,0
119.96,1,1,2,2023,12,8,4,4,0,1,119.96,4.795459912431223,0,0,1,1,0,0,0,0,0,1,0
54.45,2,2,6,2023,4,30,6,2,1,0,27.225,4.015481713796376,0,1,0,0,0,0,1,0,0,0,1
13.9,1,1,5,2023,12,1,4,4,0,1,13.9,2.7013612129514133,0,0,1,0,0,0,1,0,0,0,1
74.352,1,1,5,2023,3,26,6,1,1,0,74.352,4.322170467520516,0,1,0,0,0,1,0,0,0,0,1
1173.03,2,2,4,2023,9,24,6,3,1,0,586.515,7.068197553724244,0,1,0,0,0,0,1,0,0,0,1
284.44,5,3,4,2023,12,27,2,4,0,1,56.888,5.654031849391645,0,1,0,0,0,1,0,0,0,0,1
899.91,1,1,2,2023,9,25,0,3,0,0,899.91,6.803405363606889,0,1,0,0,1,0,0,1,0,0,0
687.4,1,1,4,2023,8,9,2,3,0,0,687.4,6.534370064337384,0,0,1,1,0,0,0,0,0,1,0
19.824,1,1,4,2023,11,5,6,4,1,1,19.824,3.0361061676922643,1,0,0,1,0,0,0,0,0,0,1
176.63,2,1,2,2023,2,6,0,1,0,0,88.315,5.179702735211794,0,1,0,0,0,1,0,1,0,0,0
95.84,1,1,1,2023,3,1,2,1,0,0,95.84,4.573060132069858,0,1,0,1,0,0,0,1,0,0,0
3.424,1,1,2,2023,6,13,1,2,0,0,3.424,1.4870442642200337,0,0,1,0,1,0,0,0,0,1,0
55.984,1,1,4,2023,6,12,0,2,0,0,55.984,4.042770526676053,1,0,0,0,0,1,0,0,0,0,1
599.9,2,2,3,2023,2,27,0,1,0,0,299.95,6.398428531339882,0,1,0,0,1,0,0,0,0,0,1
192.22,1,1,5,2023,1,4,2,1,0,0,192.22,5.263829436089363,0,1,0,0,0,1,0,0,0,0,1
730.038,9,3,5,2023,12,11,0,4,0,1,81.11533333333334,6.59446544198281,1,0,0,0,0,0,1,0,0,0,1
84.55600000000001,3,1,5,2023,5,1,0,2,0,0,28.185333333333336,4.449171132303212,1,0,0,0,0,0,1,0,0,0,1
57.504,1,1,6,2023,10,2,0,4,0,0,57.504,4.06909512796865,0,1,0,0,0,0,1,0,0,0,1
115.39999999999999,3,1,2,2023,1,2,0,1,0,0,38.46666666666666,4.757032535297338,0,1,0,0,1,0,0,0,0,1,0
1388.46,4,2,7,2023,9,1,4,3,0,0,347.115,7.236670461434622,0,0,1,0,1,0,0,0,0,0,1
366.744,1,1,4,2023,3,30,3,1,0,0,366.744,5.90738704391677,0,0,1,1,0,0,0,0,0,0,1
976.29,4,2,6,2023,6,13,1,2,0,0,244.0725,6.884783435019852,0,1,0,0,0,1,0,0,0,0,1
139.216,3,2,4,2023,9,15,4,3,0,0,46.40533333333334,4.943184090770875,0,1,0,0,1,0,0,0,0,1,0
43.0,2,2,5,2023,9,5,1,3,0,0,21.5,3.784189633918261,0,1,0,1,0,0,0,0,0,0,1
38.528,2,2,2,2023,11,1,2,4,0,1,19.264,3.677009281543449,0,0,1,0,1,0,0,1,0,0,0
11.481,2,1,3,2023,11,6,0,4,0,1,5.7405,2.5242074879363168,1,0,0,0,0,0,1,1,0,0,0
383.61,2,1,4,2023,11,24,4,4,0,1,191.805,5.9522298338567,1,0,0,0,0,0,1,0,0,0,1
17.64,1,1,6,2023,3,29,2,1,0,0,17.64,2.925309809257445,1,0,0,0,1,0,0,0,0,0,1
1361.6309999999999,2,1,4,2023,11,7,1,4,0,1,680.8154999999999,7.217172668704584,0,1,0,0,0,1,0,0,0,0,1
41.374,2,2,0,2023,9,7,3,3,0,0,20.687,3.746534966602099,1,0,0,0,1,0,0,0,1,0,0
100.86,2,2,4,2023,10,18,2,4,0,0,50.43,4.623599321456458,0,0,1,1,0,0,0,0,0,0,1
2531.88,5,3,4,2023,3,8,2,1,0,0,506.37600000000003,7.837112274224901,1,0,0,1,0,0,0,0,0,0,1
11.65,1,1,6,2023,11,8,2,4,0,1,11.65,2.537657215173529,1,0,0,0,1,0,0,0,0,0,1
697.8208,3,3,5,2023,11,21,1,4,0,1,232.60693333333333,6.549394343128887,0,1,0,1,0,0,0,0,0,1,0
96.604,2,2,6,2023,2,18,5,1,1,0,48.302,4.580918476185799,1,0,0,0,0,0,1,0,0,0,1
79.36,1,1,2,2023,10,25,2,4,0,0,79.36,4.386516539946734,1,0,0,0,0,0,1,0,0,1,0
112.03999999999999,2,1,5,2023,3,2,3,1,0,0,56.019999999999996,4.727741738376272,0,0,1,1,0,0,0,0,0,0,1
268.4,3,3,6,2023,6,23,4,2,0,0,89.46666666666665,5.596197263976263,0,1,0,0,0,1,0,0,0,0,1
53.088,1,1,5,2023,12,10,6,4,1,1,53.088,3.990612349788377,1,0,0,1,0,0,0,0,0,0,1
12.576,1,1,5,2023,4,16,6,2,1,0,12.576,2.608303527931925,0,1,0,0,1,0,0,0,0,0,1
721.488,2,2,4,2023,4,13,3,2,0,0,360.744,6.582700810852117,1,0,0,0,0,0,1,0,0,1,0
1044.63,1,1,5,2023,9,25,0,3,0,0,1044.63,6.952374853558705,1,0,0,0,0,0,1,0,0,0,1
10.332,1,1,4,2023,12,11,0,4,0,1,10.332,2.42763058196827,1,0,0,0,1,0,0,0,0,0,1
51.84,1,1,3,2023,3,20,0,1,0,0,51.84,3.9672684796541247,0,1,0,1,0,0,0,1,0,0,0
18.128,3,1,6,2023,9,28,3,3,0,0,6.042666666666666,2.9511532301560237,1,0,0,0,0,0,1,0,0,0,1
39.92,1,1,4,2023,7,10,0,3,0,0,39.92,3.711618941083426,1,0,0,0,0,0,1,0,0,0,1
39.608000000000004,4,1,6,2023,11,21,1,4,0,1,9.902000000000001,3.7039650915319773,0,1,0,1,0,0,0,0,0,0,1
6.848,1,1,4,2023,12,18,0,4,0,1,6.848,2.060258722263062,0,1,0,0,0,0,1,0,0,0,1
893.0899999999999,4,3,7,2023,4,21,4,2,0,0,223.27249999999998,6.795806441247454,1,0,0,0,0,1,0,0,0,0,1
106.88,2,2,2,2023,11,30,3,4,0,1,53.44,4.681019498271529,1,0,0,0,0,0,1,0,0,1,0
3.408,1,1,2,2023,3,8,2,1,0,0,3.408,1.4834210718506133,0,1,0,0,0,0,1,1,0,0,0
470.36,1,1,5,2023,8,28,0,3,0,0,470.36,6.1556221332742656,0,1,0,0,1,0,0,0,0,0,1
665.88,1,1,5,2023,5,3,2,2,0,0,665.88,6.502610119684893,0,0,1,0,0,0,1,0,0,0,1
301.96,1,1,7,2023,11,1,2,4,0,1,301.96,5.713600783593539,1,0,0,0,0,1,0,0,0,0,1
81.135,4,2,7,2023,11,8,2,4,0,1,20.28375,4.408364234993163,0,1,0,0,0,1,0,0,0,0,1
246.5,2,1,4,2023,8,29,1,3,0,0,123.25,5.511410582008745,0,0,1,1,0,0,0,0,0,0,1
90.168,3,1,5,2023,1,5,3,1,0,0,30.056,4.512703958315498,0,1,0,0,1,0,0,0,0,0,1
896.38,4,3,4,2023,7,6,3,3,0,0,224.095,6.799479406687783,0,1,0,0,1,0,0,0,0,0,1
106.68,1,1,6,2023,9,10,6,3,1,0,106.68,4.679163865896418,0,1,0,0,0,0,1,0,0,0,1
479.026,3,2,4,2023,3,5,6,1,1,0,159.67533333333333,6.1738402691016425,0,1,0,0,1,0,0,0,0,0,1
25.488,1,1,4,2023,12,19,1,4,0,1,25.488,3.276691800244945,0,0,1,1,0,0,0,0,0,0,1
180.96,1,1,4,2023,4,20,3,2,0,0,180.96,5.203786882701803,1,0,0,1,0,0,0,0,0,0,1
546.792,3,2,5,2023,10,23,0,4,0,0,182.264,6.305895652852315,1,0,0,1,0,0,0,0,0,0,1
487.984,1,1,4,2023,12,31,6,4,1,1,487.984,6.192329769103166,1,0,0,0,0,0,1,0,0,0,1
508.11,4,2,2,2023,11,21,1,4,0,1,127.0275,6.2326641032217625,1,0,0,1,0,0,0,0,0,1,0
750.93,5,3,5,2023,11,8,2,4,0,1,150.18599999999998,6.622643234510769,1,0,0,0,0,1,0,0,0,1,0
596.48,4,1,3,2023,12,31,6,4,1,1,149.12,6.392720810442092,0,1,0,0,0,1,0,0,0,1,0
976.347,3,2,0,2023,3,5,6,1,1,0,325.449,6.884841757869585,1,0,0,0,1,0,0,0,1,0,0
2503.82,5,2,5,2023,9,18,0,3,0,0,500.764,7.825972154649754,0,1,0,0,1,0,0,0,0,0,1
182.72,1,1,6,2023,1,26,3,1,0,0,182.72,5.213412859457593,0,1,0,0,0,0,1,0,0,0,1
1055.1419999999998,3,2,7,2023,12,15,4,4,0,1,351.71399999999994,6.962377924922937,1,0,0,0,0,0,1,0,0,0,1
467.04,1,1,3,2023,5,25,3,2,0,0,467.04,6.148553762350757,0,1,0,0,0,1,0,0,0,1,0
45.36,1,1,1,2023,10,10,1,4,0,0,45.36,3.836437018471551,0,1,0,0,0,0,1,1,0,0,0
450.09000000000003,2,2,5,2023,10,25,2,4,0,0,225.04500000000002,6.11166687613494,0,1,0,0,1,0,0,0,0,0,1
5.248,1,1,4,2023,5,8,0,2,0,0,5.248,1.8322614125373848,1,0,0,0,0,0,1,0,0,0,1
1126.8300000000002,2,2,5,2023,11,29,2,4,0,1,563.4150000000001,7.028050711480371,0,1,0,1,0,0,0,0,0,0,1
53.232,2,2,5,2023,12,3,6,4,1,1,26.616,3.9932711401286642,0,0,1,0,1,0,0,0,0,0,1
8.226,1,1,4,2023,12,4,0,4,0,1,8.226,2.2220255851356288,1,0,0,0,0,1,0,0,0,0,1
244.24,2,1,4,2023,10,29,6,4,1,0,122.12,5.502237322894487,0,1,0,0,0,0,1,0,0,0,1
41.620000000000005,3,1,4,2023,12,1,4,4,0,1,13.873333333333335,3.752323626670471,0,0,1,1,0,0,0,0,0,0,1
4.608,1,1,2,2023,3,9,3,1,0,0,4.608,1.724194149732289,1,0,0,0,0,1,0,0,0,1,0
787.53,1,1,4,2023,3,2,3,1,0,0,787.53,6.670170452603868,1,0,0,0,0,0,1,0,0,0,1
946.344,1,1,4,2023,5,4,3,2,0,0,946.344,6.853662279601831,0,1,0,1,0,0,0,0,0,0,1
48.84,2,2,5,2023,3,17,4,1,0,0,24.42,3.908817874479198,0,1,0,0,1,0,0,0,0,1,0
210.992,4,2,4,2023,4,4,1,2,0,0,52.748,5.356548538110941,0,0,1,0,1,0,0,0,0,0,1
671.93,1,1,5,2023,9,7,3,3,0,0,671.93,6.511641312348043,1,0,0,0,0,0,1,0,0,0,1
824.97,1,1,4,2023,10,16,0,4,0,0,824.97,6.7165584532488145,0,1,0,0,1,0,0,0,0,1,0
419.726,3,2,4,2023,12,5,1,4,0,1,139.90866666666668,6.041981790445798,1,0,0,0,1,0,0,0,0,1,0
1971.46,3,2,7,2023,11,17,4,4,0,1,657.1533333333333,7.587036773680444,1,0,0,1,0,0,0,0,0,0,1
325.7,2,2,3,2023,12,12,1,4,0,1,162.85,5.789042318607025,1,0,0,0,0,0,1,1,0,0,0
186.67199999999997,2,2,3,2023,10,23,0,4,0,0,93.33599999999998,5.234695758250711,1,0,0,1,0,0,0,1,0,0,0
344.372,1,1,4,2023,11,20,0,4,0,1,344.372,5.844622096995215,0,0,1,0,1,0,0,0,0,0,1
113.1,1,1,6,2023,6,9,4,2,0,0,113.1,4.73707525686803,0,0,1,0,0,1,0,0,0,0,1
52.59,1,1,6,2023,7,31,0,3,0,0,52.59,3.981362483506759,0,1,0,1,0,0,0,0,0,0,1
2676.672,1,1,5,2023,12,1,4,4,0,1,2676.672,7.8927030392876105,0,0,1,0,0,0,1,0,0,0,1
51.588,1,1,4,2023,12,26,1,4,0,1,51.588,3.962487956834358,1,0,0,0,1,0,0,0,0,0,1
129.52,2,1,4,2023,7,9,6,3,1,0,64.76,4.87152647172512,0,1,0,0,1,0,0,0,0,0,1
513.73,3,2,4,2023,4,11,1,2,0,0,171.24333333333334,6.243642491340539,1,0,0,0,1,0,0,0,0,0,1
115.296,1,1,4,2023,11,13,0,4,0,1,115.296,4.756138665124023,1,0,0,0,0,1,0,0,0,0,1
519.96,1,1,4,2023,7,18,1,3,0,0,519.96,6.2556732633741206,1,0,0,0,0,0,1,0,0,0,1
9.24,1,1,4,2023,2,18,5,1,1,0,9.24,2.3263016196113617,0,1,0,0,0,0,1,0,0,0,1
52.2,1,1,4,2023,8,17,3,3,0,0,52.2,3.9740583963475986,0,1,0,0,1,0,0,0,0,0,1
20.451,2,1,1,2023,2,27,0,1,0,0,10.2255,3.0657712643339656,0,1,0,0,1,0,0,1,0,0,0
366.666,3,2,2,2023,5,29,0,2,0,0,122.222,5.907174917347121,0,1,0,0,1,0,0,1,0,0,0
386.488,3,1,4,2023,11,23,3,4,0,1,128.82933333333332,5.959684880571956,0,1,0,1,0,0,0,0,0,0,1
50.0,1,1,4,2023,9,26,1,3,0,0,50.0,3.9318256327243257,1,0,0,0,1,0,0,0,0,0,1
5.28,1,1,7,2023,2,6,0,1,0,0,5.28,1.8373699804801074,0,1,0,0,0,0,1,0,0,0,1
1966.5569999999998,4,3,2,2023,8,31,3,3,0,0,491.63924999999995,7.584547950647009,0,1,0,0,0,0,1,1,0,0,0
74.128,2,2,4,2023,11,28,1,4,0,1,37.064,4.3191933255023125,1,0,0,0,1,0,0,0,0,0,1
27.503999999999998,2,1,7,2023,7,2,6,3,1,0,13.751999999999999,3.350044428303535,1,0,0,0,0,1,0,0,0,0,1
1230.5,3,2,5,2023,12,25,0,4,0,1,410.1666666666667,7.115988217560592,1,0,0,0,0,0,1,0,0,1,0
4607.27,3,2,1,2023,3,19,6,1,1,0,1535.756666666667,8.435607794409181,0,1,0,0,0,0,1,1,0,0,0
5.904,1,1,0,2023,6,19,0,2,0,0,5.904,1.932100953781127,0,0,1,0,1,0,0,0,1,0,0
542.178,2,1,0,2023,11,11,5,4,1,1,271.089,6.297437074687933,0,1,0,1,0,0,0,0,1,0,0
10.476,1,1,5,2023,11,8,2,4,0,1,10.476,2.4402578981191185,1,0,0,1,0,0,0,0,0,0,1
50.8,1,1,7,2023,8,13,6,3,1,0,50.8,3.9473901492654373,0,1,0,0,0,0,1,0,0,0,1
31.95,1,1,2,2023,10,11,2,4,0,0,31.95,3.4949912609485163,1,0,0,0,1,0,0,0,0,1,0
171.96,1,1,2,2023,3,16,3,1,0,0,171.96,5.153060353890898,1,0,0,0,0,0,1,0,0,1,0
1058.1879999999999,7,3,4,2023,5,3,2,2,0,0,151.16971428571426,6.965257855813431,1,0,0,0,1,0,0,0,0,0,1
627.664,2,2,4,2023,6,28,2,2,0,0,313.832,6.443596932734748,0,1,0,0,0,0,1,0,0,0,1
72.65,4,2,6,2023,8,5,5,3,1,0,18.1625,4.299324142908639,0,1,0,1,0,0,0,0,0,0,1
155.16,3,3,5,2023,11,20,0,4,0,1,51.72,5.050881122664783,0,0,1,0,0,0,1,0,0,0,1
58.32,1,1,5,2023,8,31,3,3,0,0,58.32,4.082946517269732,1,0,0,0,0,0,1,0,0,0,1
78.19200000000001,2,2,6,2023,12,21,3,4,0,1,39.096000000000004,4.3718752836175065,1,0,0,0,0,1,0,0,0,0,1
1273.606,5,2,0,2023,4,4,1,2,0,0,254.7212,7.150392390228285,1,0,0,1,0,0,0,0,1,0,0
8.016,1,1,7,2023,10,10,1,4,0,0,8.016,2.199000776737475,1,0,0,1,0,0,0,0,0,0,1
206.43,1,1,3,2023,4,25,1,2,0,0,206.43,5.334793933358054,1,0,0,0,1,0,0,1,0,0,0
204.6,1,1,0,2023,9,22,4,3,0,0,204.6,5.32593253358101,1,0,0,0,0,0,1,0,1,0,0
307.168,1,1,6,2023,7,12,2,3,0,0,307.168,5.730645088812771,1,0,0,1,0,0,0,0,0,0,1
277.5,1,1,4,2023,8,2,2,3,0,0,277.5,5.629418059367339,1,0,0,0,0,0,1,0,0,0,1
25.488,1,1,6,2023,12,10,6,4,1,1,25.488,3.276691800244945,1,0,0,0,1,0,0,0,0,0,1
5.104,1,1,4,2023,8,27,6,3,1,0,5.104,1.8089442939821558,0,0,1,0,0,0,1,0,0,0,1
105.688,4,1,4,2023,3,19,6,1,1,0,26.422,4.669908687128329,1,0,0,0,0,0,1,0,0,0,1
97.684,5,1,0,2023,9,24,6,3,1,0,19.5368,4.591922825902461,1,0,0,0,1,0,0,0,1,0,0
2220.06,5,3,4,2023,11,1,2,4,0,1,444.012,7.7057398383877045,1,0,0,0,1,0,0,0,0,0,1
1293.4679999999998,2,2,5,2023,12,25,0,4,0,1,646.7339999999999,7.165855078916949,1,0,0,0,1,0,0,0,0,0,1
270.356,3,1,2,2023,11,15,2,4,0,1,90.11866666666667,5.603431611928857,0,1,0,1,0,0,0,0,0,1,0
238.152,1,1,5,2023,9,3,6,3,1,0,238.152,5.4770993330434585,0,1,0,0,0,0,1,0,0,0,1
10.74,1,1,0,2023,11,9,3,4,0,1,10.74,2.4630018143999504,0,0,1,1,0,0,0,0,1,0,0
2048.8559999999998,2,1,0,2023,7,16,6,3,1,0,1024.4279999999999,7.625524825762796,0,1,0,0,0,0,1,0,1,0,0
7.656,1,1,4,2023,9,4,0,3,0,0,7.656,2.158252722104126,0,1,0,0,1,0,0,0,0,0,1
792.5079999999999,6,3,7,2023,11,12,6,4,1,1,132.08466666666666,6.676463621831205,0,1,0,0,0,1,0,0,0,0,1
14.91,1,1,4,2023,8,24,3,3,0,0,14.91,2.7669478423496954,1,0,0,0,1,0,0,0,0,1,0
188.23,2,2,5,2023,10,19,3,4,0,0,94.115,5.242963206415959,0,1,0,1,0,0,0,0,0,0,1
8.352,1,1,6,2023,5,8,0,2,0,0,8.352,2.2355902241697674,0,1,0,0,1,0,0,0,0,0,1
29.22,1,1,4,2023,12,14,3,4,0,1,29.22,3.4085039568445934,1,0,0,0,0,0,1,0,0,0,1
1952.808,3,2,2,2023,7,13,3,3,0,0,650.936,7.577535567795371,1,0,0,0,1,0,0,0,0,1,0
141.96,1,1,2,2023,3,13,0,1,0,0,141.96,4.962564870851173,1,0,0,0,0,0,1,1,0,0,0
371.65999999999997,2,2,4,2023,10,13,4,4,0,0,185.82999999999998,5.920666475799266,1,0,0,0,0,1,0,0,0,0,1
59.848,4,1,0,2023,8,23,2,3,0,0,14.962,4.1083789511859035,1,0,0,1,0,0,0,0,1,0,0
84.96,1,1,4,2023,11,13,0,4,0,1,84.96,4.453882071774309,1,0,0,0,0,1,0,0,0,0,1
5850.514,5,3,0,2023,11,8,2,4,0,1,1170.1028000000001,8.674455710160878,0,1,0,0,1,0,0,0,1,0,0
107.982,1,1,5,2023,2,8,2,1,0,0,107.982,4.691182730977747,1,0,0,0,1,0,0,0,0,0,1
75.04,2,1,4,2023,10,5,3,4,0,0,37.52,4.331259517620229,0,0,1,0,0,1,0,0,0,0,1
10.56,1,1,4,2023,6,5,0,2,0,0,10.56,2.4475508632442313,0,1,0,1,0,0,0,0,0,0,1
334.43,2,2,3,2023,10,1,6,4,1,0,167.215,5.815413290827387,0,0,1,0,1,0,0,0,0,1,0
6.912,1,1,3,2023,12,19,1,4,0,1,6.912,2.068380594320411,1,0,0,0,1,0,0,1,0,0,0
21.34,1,1,7,2023,4,25,1,2,0,0,21.34,3.1063787936410545,0,1,0,0,0,0,1,0,0,0,1
208.008,2,2,4,2023,11,21,1,4,0,1,104.004,5.342372528744208,1,0,0,0,0,0,1,0,0,0,1
1716.16,2,2,5,2023,9,13,2,3,0,0,858.08,7.448427042345116,1,0,0,1,0,0,0,0,0,0,1
56.3,1,1,5,2023,12,10,6,4,1,1,56.3,4.048300623720694,0,0,1,0,0,0,1,0,0,0,1
209.55,4,2,4,2023,4,18,1,2,0,0,52.3875,5.349723154607937,1,0,0,1,0,0,0,0,0,0,1
810.2,4,3,6,2023,11,13,0,4,0,1,202.55,6.698514632836919,1,0,0,0,1,0,0,0,0,0,1
61.96,1,1,5,2023,9,19,1,3,0,0,61.96,4.1424996041091475,0,0,1,0,0,1,0,0,0,1,0
25.9,1,1,4,2023,9,14,3,3,0,0,25.9,3.292126286607793,0,0,1,1,0,0,0,0,0,1,0
535.36,4,2,4,2023,6,26,0,2,0,0,133.84,6.284805577411442,1,0,0,0,0,1,0,0,0,0,1
413.942,3,1,6,2023,6,25,6,2,1,0,137.98066666666668,6.02813875142735,1,0,0,0,0,0,1,0,0,0,1
627.4800000000001,5,1,3,2023,2,15,2,1,0,0,125.49600000000002,6.443304205726046,1,0,0,0,0,0,1,0,0,1,0
11.12,1,1,6,2023,7,6,3,3,0,0,11.12,2.4948569806411682,0,1,0,0,1,0,0,0,0,0,1
205.37599999999998,2,2,6,2023,11,20,0,4,0,1,102.68799999999999,5.329699747776705,1,0,0,0,1,0,0,0,0,0,1
17.94,1,1,5,2023,4,9,6,2,1,0,17.94,2.9412760877579323,1,0,0,0,1,0,0,0,0,0,1
4297.644,1,1,3,2023,1,28,5,1,1,0,4297.644,8.366054903111545,1,0,0,0,0,1,0,0,0,1,0
167.232,2,2,5,2023,5,2,1,2,0,0,83.616,5.125343979146403,0,1,0,1,0,0,0,0,0,0,1
12.158000000000001,2,2,5,2023,7,5,2,3,0,0,6.079000000000001,2.5770299386638063,0,1,0,0,0,1,0,0,0,1,0
35.208,1,1,4,2023,4,14,4,2,0,0,35.208,3.5892800888911816,1,0,0,0,0,0,1,0,0,0,1
652.414,2,2,7,2023,2,14,1,1,0,0,326.207,6.482210925322491,1,0,0,0,1,0,0,0,0,0,1
4404.9,1,1,4,2023,11,8,2,4,0,1,4404.9,8.390699830781527,0,1,0,0,1,0,0,0,0,0,1
1228.9532,4,3,4,2023,12,27,2,4,0,1,307.2383,7.114731398862102,0,0,1,1,0,0,0,0,0,0,1
376.97,2,2,2,2023,11,8,2,4,0,1,188.485,5.934814827390648,0,0,1,0,0,0,1,0,0,1,0
353.88,1,1,2,2023,9,10,6,3,1,0,353.88,5.871779704162003,1,0,0,0,0,0,1,0,0,1,0
1132.8400000000001,2,2,5,2023,9,21,3,3,0,0,566.4200000000001,7.03336538085865,0,0,1,0,1,0,0,0,0,0,1
194.32,1,1,3,2023,12,23,5,4,1,1,194.32,5.274639239193459,1,0,0,0,0,1,0,1,0,0,0
598.352,2,2,0,2023,3,22,2,1,0,0,299.176,6.395849071595902,1,0,0,0,0,1,0,0,1,0,0
12.224,1,1,6,2023,12,5,1,4,0,1,12.224,2.582033360518723,1,0,0,1,0,0,0,0,0,0,1
191.62,4,1,4,2023,11,26,6,4,1,1,47.905,5.260719336132718,0,1,0,0,1,0,0,0,0,0,1
25.99,1,1,4,2023,4,24,0,2,0,0,25.99,3.295466427029913,0,0,1,0,1,0,0,0,0,0,1
359.058,1,1,3,2023,3,24,4,1,0,0,359.058,5.886265129584266,0,0,1,1,0,0,0,1,0,0,0
387.136,1,1,4,2023,11,5,6,4,1,1,387.136,5.961355793670997,1,0,0,0,0,1,0,0,0,0,1
373.281,3,2,6,2023,10,24,1,4,0,0,124.427,5.925006852200659,0,1,0,1,0,0,0,0,0,0,1
199.86,2,2,7,2023,9,13,2,3,0,0,99.93,5.302608147965193,1,0,0,0,0,1,0,0,0,0,1
418.192,3,3,5,2023,12,4,0,4,0,1,139.39733333333334,6.038329048855266,0,1,0,0,0,0,1,0,0,1,0
6.63,1,1,6,2023,5,28,6,2,1,0,6.63,2.0320878452963655,0,0,1,0,0,0,1,0,0,0,1
253.34000000000003,3,2,4,2023,6,16,4,2,0,0,84.44666666666667,5.538671954592601,1,0,0,1,0,0,0,0,0,0,1
51.45,1,1,4,2023,5,23,1,2,0,0,51.45,3.9598603348423063,0,1,0,0,1,0,0,0,0,0,1
43.66,2,1,4,2023,1,23,0,1,0,0,21.83,3.799078246412012,0,0,1,0,0,0,1,0,0,0,1
570.492,7,1,3,2023,5,14,6,2,1,0,81.49885714285713,6.3482504848866705,0,0,1,0,1,0,0,1,0,0,0
364.07,4,1,4,2023,1,9,0,1,0,0,91.0175,5.900089116016819,1,0,0,0,0,1,0,0,0,0,1
41.98,2,2,5,2023,12,4,0,4,0,1,20.99,3.7607348912143643,1,0,0,0,0,0,1,0,0,0,1
275.058,1,1,5,2023,12,26,1,4,0,1,275.058,5.620610988567334,0,0,1,1,0,0,0,0,0,0,1
3.76,1,1,2,2023,12,14,3,4,0,1,3.76,1.5602476682433286,0,1,0,0,0,1,0,0,0,1,0
329.44,4,2,6,2023,8,17,3,3,0,0,82.36,5.800425099694305,1,0,0,0,0,0,1,0,0,0,1
46.152,1,1,5,2023,8,11,4,3,0,0,46.152,3.853376425995339,1,0,0,0,0,1,0,0,0,0,1
128.928,4,2,3,2023,6,25,6,2,1,0,32.232,4.866980450872302,1,0,0,1,0,0,0,1,0,0,0
54.384,1,1,3,2023,12,28,3,4,0,1,54.384,4.0142907433757244,1,0,0,0,1,0,0,0,0,1,0
1363.674,2,2,4,2023,11,21,1,4,0,1,681.837,7.218670851256323,1,0,0,0,1,0,0,0,0,0,1
55.424,1,1,7,2023,12,1,4,4,0,1,55.424,4.0328945999058785,1,0,0,0,0,0,1,0,0,0,1
23.904,1,1,2,2023,4,5,2,2,0,0,23.904,3.215028433139307,1,0,0,0,1,0,0,1,0,0,0
225.928,3,3,5,2023,12,24,6,4,1,1,75.30933333333333,5.424632786552252,1,0,0,0,0,0,1,0,0,0,1
31.92,1,1,4,2023,3,5,6,1,1,0,31.92,3.494080375808869,1,0,0,1,0,0,0,0,0,0,1
166.998,2,2,3,2023,9,26,1,3,0,0,83.499,5.123952074570492,1,0,0,0,1,0,0,0,0,1,0
912.75,1,1,5,2023,9,14,3,3,0,0,912.75,6.817557011063988,1,0,0,0,0,0,1,0,0,0,1
32.784,1,1,0,2023,7,2,6,3,1,0,32.784,3.5199873176316423,1,0,0,1,0,0,0,0,1,0,0
