Order Date,Ship Date,Postal Code,Sales,OrderYear,OrderMonth,OrderDay,OrderDayOfWeek,OrderQuarter,IsWeekend,ShipYear,ShipMonth,ShipDay,ShippingDays,Ship Mode_First Class,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Consumer,Segment_Corporate,Segment_Home Office,Region_Central,Region_East,Region_South,Region_West,Category_Furniture,Category_Office Supplies,Category_Technology,IsHolidaySeason_0,IsHolidaySeason_1,City_Encoded,State_Encoded,Sub-Category_Encoded,OrderYearPrefix,OrderSize,CustomerNum,CustomerTotalSpent,CustomerOrderCount,CustomerAvgSpent,ProductCategory_Encoded,ProductSalesCount,ProductAvgPrice,LogSales
2022-01-20,2022-01-26,72401,22.96,2022,1,20,3,1,0,2022,1,26,6,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,220,2,2,2022,6,15040,12873.297999999999,6,1170.2998181818182,1,7,11.808000000000002,3.1763857732472487
2022-01-20,2022-01-26,72401,38.6,2022,1,20,3,1,0,2022,1,26,6,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,220,2,9,2022,6,15040,12873.297999999999,6,1170.2998181818182,0,4,27.02,3.6788291182604347
2022-01-20,2022-01-26,72401,6.63,2022,1,20,3,1,0,2022,1,26,6,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,220,2,2,2022,6,15040,12873.297999999999,6,1170.2998181818182,1,4,9.945,2.0320878452963655
2022-01-20,2022-01-26,72401,23.34,2022,1,20,3,1,0,2022,1,26,6,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,220,2,7,2022,6,15040,12873.297999999999,6,1170.2998181818182,1,7,28.008000000000003,3.1921210875593813
2022-01-20,2022-01-26,72401,1067.94,2022,1,20,3,1,0,2022,1,26,6,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,220,2,5,2022,6,15040,12873.297999999999,6,1170.2998181818182,0,6,1263.729,6.974422782228151
2023-03-02,2023-03-07,47374,10.16,2023,3,2,3,1,0,2023,3,7,5,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,405,12,2,2023,2,19060,729.408,6,104.20114285714286,1,5,27.635199999999998,2.412335956953165
2023-03-02,2023-03-07,47374,101.88,2023,3,2,3,1,0,2023,3,7,5,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,405,12,7,2023,2,19060,729.408,6,104.20114285714286,1,5,48.9024,4.633563260489309
2024-04-12,2024-04-16,22153,343.92,2024,4,12,4,2,0,2024,4,16,4,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,462,44,16,2024,3,11605,2783.189,6,185.54593333333332,0,7,255.48342857142856,5.843312506084124
2024-04-12,2024-04-16,22153,40.99,2024,4,12,4,2,0,2024,4,16,4,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,462,44,12,2024,3,11605,2783.189,6,185.54593333333332,1,7,213.148,3.737431494696102
2024-04-12,2024-04-16,22153,63.9,2024,4,12,4,2,0,2024,4,16,4,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,462,44,7,2024,3,11605,2783.189,6,185.54593333333332,1,7,53.675999999999995,4.1728476237100445
2024-12-06,2024-12-07,94509,19.44,2024,12,6,4,4,0,2024,12,7,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,12,3,12,2024,1,14650,2224.0,9,92.66666666666667,1,8,29.808,3.017493765335504
2024-06-05,2024-06-09,19134,124.608,2024,6,5,2,2,0,2024,6,9,4,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,372,36,14,2024,2,15940,469.169,5,58.646125,1,7,124.60799999999999,4.833165946273221
2024-06-05,2024-06-09,19134,7.56,2024,6,5,2,2,0,2024,6,9,4,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,372,36,10,2024,2,15940,469.169,5,58.646125,1,3,5.88,2.1471001901536506
2024-12-11,2024-12-11,33030,85.224,2024,12,11,2,4,0,2024,12,11,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,204,8,14,2024,1,16915,5142.892,6,321.43075,1,5,187.4928,4.456948561191141
2024-11-12,2024-11-15,46350,287.52,2024,11,12,1,4,0,2024,11,15,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,231,12,7,2024,5,14275,4256.272,10,202.67961904761904,1,3,203.66,5.664764407635472
2024-11-12,2024-11-15,46350,37.68,2024,11,12,1,4,0,2024,11,15,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,231,12,1,2024,5,14275,4256.272,10,202.67961904761904,1,8,64.527,3.6553226705850936
2024-11-12,2024-11-15,46350,19.98,2024,11,12,1,4,0,2024,11,15,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,231,12,12,2024,5,14275,4256.272,10,202.67961904761904,1,2,24.975,3.043569602968151
2024-11-12,2024-11-15,46350,20.58,2024,11,12,1,4,0,2024,11,15,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,231,12,2,2024,5,14275,4256.272,10,202.67961904761904,1,5,13.4064,3.0717669598299886
2024-11-12,2024-11-15,46350,17.38,2024,11,12,1,4,0,2024,11,15,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,231,12,3,2024,5,14275,4256.272,10,202.67961904761904,1,4,25.6355,2.911263116927541
2022-09-29,2022-10-03,90045,204.6,2022,9,29,3,3,0,2022,10,3,4,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,265,3,9,2022,5,10915,3323.556,10,107.21148387096774,0,4,204.6,5.32593253358101
2022-09-29,2022-10-03,90045,8.72,2022,9,29,3,3,0,2022,10,3,4,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,265,3,8,2022,5,10915,3323.556,10,107.21148387096774,1,8,8.72,2.2741856184723477
2022-09-29,2022-10-03,90045,6.48,2022,9,29,3,3,0,2022,10,3,4,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,265,3,12,2022,5,10915,3323.556,10,107.21148387096774,1,3,19.44,2.012232791986386
2022-09-29,2022-10-03,90045,686.32,2022,9,29,3,3,0,2022,10,3,4,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,265,3,11,2022,5,10915,3323.556,10,107.21148387096774,2,2,643.425,6.532799977078544
2022-09-29,2022-10-03,90045,62.18,2022,9,29,3,3,0,2022,10,3,4,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,265,3,14,2022,5,10915,3323.556,10,107.21148387096774,1,10,230.06599999999997,4.145987795373939
2023-04-04,2023-04-04,48911,644.076,2023,4,4,1,2,0,2023,4,4,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,242,20,1,2023,5,18340,2461.404,5,144.7884705882353,1,6,834.9133333333333,6.469368139311792
2023-04-04,2023-04-04,48911,5.84,2023,4,4,1,2,0,2023,4,4,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,242,20,8,2023,5,18340,2461.404,5,144.7884705882353,1,5,10.8624,1.922787731634459
2023-04-04,2023-04-04,48911,12.76,2023,4,4,1,2,0,2023,4,4,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,242,20,3,2023,5,18340,2461.404,5,144.7884705882353,1,3,11.058666666666667,2.6217658325051976
2023-04-04,2023-04-04,48911,10.95,2023,4,4,1,2,0,2023,4,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,242,20,13,2023,5,18340,2461.404,5,144.7884705882353,2,3,21.17,2.4807312783775197
2023-04-04,2023-04-04,48911,599.98,2023,4,4,1,2,0,2023,4,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,242,20,6,2023,5,18340,2461.404,5,144.7884705882353,2,7,694.2625714285714,6.398561656111271
2023-05-08,2023-05-14,44221,8.352,2023,5,8,0,2,0,2023,5,14,6,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,108,33,9,2023,1,12535,4246.4555,8,223.49765789473685,0,5,6.7512,2.2355902241697674
2024-12-31,2025-01-06,89502,3.64,2024,12,31,1,4,0,2025,1,6,6,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,401,26,2,2024,2,16555,5016.488,8,228.02218181818182,1,7,8.528,1.534714366238164
2024-12-31,2025-01-06,89502,159.768,2024,12,31,1,4,0,2025,1,6,6,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,401,26,3,2024,2,16555,5016.488,8,228.02218181818182,1,7,100.67014285714286,5.079962331965624
2022-12-20,2022-12-21,22801,122.48,2022,12,20,1,4,0,2022,12,21,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,190,44,14,2022,4,19045,6843.634,7,526.4333846153846,1,5,289.05280000000005,4.8160791996339585
2022-12-20,2022-12-21,22801,2244.48,2022,12,20,1,4,0,2022,12,21,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,190,44,16,2022,4,19045,6843.634,7,526.4333846153846,0,6,849.696,7.716674585785834
2022-12-20,2022-12-21,22801,62.31,2022,12,20,1,4,0,2022,12,21,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,190,44,3,2022,4,19045,6843.634,7,526.4333846153846,1,9,59.309888888888885,4.148043294556035
2022-12-20,2022-12-21,22801,455.1,2022,12,20,1,4,0,2022,12,21,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,190,44,16,2022,4,19045,6843.634,7,526.4333846153846,0,6,722.47125,6.122712083717655
2024-07-02,2024-07-07,90004,195.184,2024,7,2,1,3,0,2024,7,7,5,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,265,3,5,2024,1,14530,1568.44,11,78.422,0,4,646.5469999999999,5.2790529943665785
2025-06-29,2025-07-04,55407,362.94,2025,6,29,6,2,1,2025,7,4,5,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,298,21,1,2025,2,10315,5563.56,5,505.77818181818185,1,7,287.26457142857146,5.896989018885097
2025-06-29,2025-07-04,55407,11.54,2025,6,29,6,2,1,2025,7,4,5,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,298,21,3,2025,2,10315,5563.56,5,505.77818181818185,1,11,19.506636363636364,2.5289235352047745
2022-09-01,2022-09-05,92025,53.94,2022,9,1,3,3,0,2022,9,5,4,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,143,3,2,2022,1,16765,329.876,3,109.95866666666666,1,6,82.708,4.006241680667128
2022-03-03,2022-03-08,10035,9.99,2022,3,3,3,1,0,2022,3,8,5,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,327,30,13,2022,3,10720,545.932,6,54.5932,2,4,31.968000000000004,2.3969857684155302
2022-03-03,2022-03-08,10035,125.76,2022,3,3,3,1,0,2022,3,8,5,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,327,30,3,2022,3,10720,545.932,6,54.5932,1,8,137.55,4.84229553482272
2022-03-03,2022-03-08,10035,25.32,2022,3,3,3,1,0,2022,3,8,5,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,327,30,3,2022,3,10720,545.932,6,54.5932,1,9,15.192,3.2703291064571163
2022-05-04,2022-05-08,49201,46.8,2022,5,4,2,2,0,2022,5,8,4,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,215,20,3,2022,1,18940,1405.402,3,351.3505,1,5,54.288,3.86702563949741
2023-11-02,2023-11-02,98115,447.93,2023,11,2,3,4,0,2023,11,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,450,45,0,2023,1,16540,3908.262,4,781.6524000000001,2,5,230.9328,6.106866973583819
2025-12-08,2025-12-10,10035,109.48,2025,12,8,0,4,0,2025,12,10,2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,327,30,9,2025,4,13315,1458.258,8,85.77988235294117,0,4,128.639,4.704834509101037
2025-12-08,2025-12-10,10035,272.94,2025,12,8,0,4,0,2025,12,10,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,327,30,14,2025,4,13315,1458.258,8,85.77988235294117,1,8,313.88100000000003,5.6129091043066754
2025-12-08,2025-12-10,10035,19.44,2025,12,8,0,4,0,2025,12,10,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,327,30,12,2025,4,13315,1458.258,8,85.77988235294117,1,8,22.032,3.017493765335504
2025-12-08,2025-12-10,10035,31.92,2025,12,8,0,4,0,2025,12,10,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,327,30,14,2025,4,13315,1458.258,8,85.77988235294117,1,6,37.506,3.494080375808869
2022-03-10,2022-03-14,48073,22.38,2022,3,10,3,1,0,2022,3,14,4,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,419,20,12,2022,1,20275,1966.65,6,280.95,1,3,25.364,3.1518809560439225
2022-04-21,2022-04-25,90008,16.52,2022,4,21,3,2,0,2022,4,25,4,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,265,3,3,2022,1,10375,1056.39,9,70.426,1,4,16.313499999999998,2.8633430855082453
2023-10-22,2023-10-26,61701,5.176,2023,10,22,6,4,1,2023,10,26,4,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,41,11,3,2023,1,17110,2936.252,8,209.73228571428572,1,13,12.691153846153847,1.820670812722475
2023-08-22,2023-08-25,10035,50.112,2023,8,22,1,3,0,2023,8,25,3,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,327,30,3,2023,1,13105,2215.002,8,158.21442857142856,1,6,22.968,3.934019303300042
2024-08-29,2024-09-03,3301,27.93,2024,8,29,3,3,0,2024,9,3,5,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,96,27,15,2024,1,10060,7755.62,8,430.86777777777775,1,8,34.9125,3.3648791189880436
2022-12-27,2022-12-30,90004,11.56,2022,12,27,1,4,0,2022,12,30,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,265,3,10,2022,1,10435,1166.0720000000001,5,145.75900000000001,1,5,10.750800000000002,2.5305171610400525
2024-12-01,2024-12-05,20852,172.5,2024,12,1,6,4,1,2024,12,5,4,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,412,18,5,2024,2,15745,6760.8150000000005,13,293.9484782608696,0,8,298.640625,5.156177599386914
2024-12-01,2024-12-05,20852,179.97,2024,12,1,6,4,1,2024,12,5,4,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,412,18,13,2024,2,15745,6760.8150000000005,13,293.9484782608696,2,6,129.97833333333332,5.19833127167211
2024-04-24,2024-04-27,77070,258.696,2024,4,24,2,2,0,2024,4,27,3,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,207,41,0,2024,1,12055,1679.7240000000002,5,167.97240000000002,2,6,373.672,5.559511716162715
2022-06-21,2022-06-25,8701,1322.93,2022,6,21,1,2,0,2022,6,25,4,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,240,28,13,2022,2,13060,4151.51,6,415.151,2,7,577.7694285714286,7.188359865008646
2022-06-21,2022-06-25,8701,3.76,2022,6,21,1,2,0,2022,6,25,4,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,240,28,2,2022,2,13060,4151.51,6,415.151,1,7,4.404571428571429,1.5602476682433286
2025-01-14,2025-01-15,28540,21.744,2025,1,14,1,1,0,2025,1,15,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,216,31,7,2025,2,19570,528.546,5,58.72733333333334,1,7,81.53999999999999,3.1243013743486987
2025-01-14,2025-01-15,28540,7.92,2025,1,14,1,1,0,2025,1,15,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,216,31,13,2025,2,19570,528.546,5,58.72733333333334,2,2,6.93,2.188295946591918
2022-11-24,2022-11-30,98103,12.096,2022,11,24,3,4,0,2022,11,30,6,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,450,45,3,2022,4,14830,5248.787,7,374.91335714285714,1,7,5.430857142857143,2.572306840068834
2022-11-24,2022-11-30,98103,485.88,2022,11,24,3,4,0,2022,11,30,6,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,450,45,14,2022,4,14830,5248.787,7,374.91335714285714,1,8,204.4745,6.188017686148661
2022-11-24,2022-11-30,98103,25.92,2022,11,24,3,4,0,2022,11,30,6,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,450,45,12,2022,4,14830,5248.787,7,374.91335714285714,1,8,18.144000000000002,3.2928695047765273
2022-11-24,2022-11-30,98103,197.58,2022,11,24,3,4,0,2022,11,30,6,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,450,45,14,2022,4,14830,5248.787,7,374.91335714285714,1,5,324.0312,5.2911920416054485
2025-02-26,2025-02-28,90036,81.92,2025,2,26,2,1,0,2025,2,28,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,265,3,1,2025,5,11530,2684.4919999999997,5,268.44919999999996,1,6,68.26666666666667,4.417876287567579
2025-02-26,2025-02-28,90036,889.536,2025,2,26,2,1,0,2025,2,28,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,265,3,13,2025,5,11530,2684.4919999999997,5,268.44919999999996,2,8,451.7175,6.791823528639136
2025-02-26,2025-02-28,90036,892.224,2025,2,26,2,1,0,2025,2,28,2,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,265,3,5,2025,5,11530,2684.4919999999997,5,268.44919999999996,0,8,1133.868,6.7948373892870615
2025-02-26,2025-02-28,90036,223.92,2025,2,26,2,1,0,2025,2,28,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,265,3,12,2025,5,11530,2684.4919999999997,5,268.44919999999996,1,19,114.07094736842105,5.415744783424001
2025-02-26,2025-02-28,90036,23.12,2025,2,26,2,1,0,2025,2,28,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,265,3,12,2025,5,11530,2684.4919999999997,5,268.44919999999996,1,4,15.028,3.1830413718589847
2023-09-15,2023-09-15,33065,15.552,2023,9,15,4,3,0,2023,9,15,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,102,8,12,2023,4,18355,1869.58,5,116.84875,1,7,17.773714285714284,2.8065069404432417
2023-09-15,2023-09-15,33065,15.712,2023,9,15,4,3,0,2023,9,15,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,102,8,9,2023,4,18355,1869.58,5,116.84875,0,7,21.323428571428572,2.8161270242542646
2023-09-15,2023-09-15,33065,24.672,2023,9,15,4,3,0,2023,9,15,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,102,8,14,2023,4,18355,1869.58,5,116.84875,1,9,57.568,3.245400903807556
2023-09-15,2023-09-15,33065,55.968,2023,9,15,4,3,0,2023,9,15,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,102,8,9,2023,4,18355,1869.58,5,116.84875,0,7,209.87999999999997,4.042489706679824
2024-04-08,2024-04-12,77041,431.928,2024,4,8,0,2,0,2024,4,12,4,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,207,41,0,2024,3,21910,8025.707,13,258.8937741935484,2,4,377.937,6.07057143242095
2024-04-08,2024-04-12,77041,95.984,2024,4,8,0,2,0,2024,4,12,4,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,207,41,5,2024,3,21910,8025.707,13,258.8937741935484,0,6,135.97733333333335,4.574546016444282
2024-04-08,2024-04-12,77041,1088.792,2024,4,8,0,2,0,2024,4,12,4,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,207,41,3,2024,3,21910,8025.707,13,258.8937741935484,1,6,2994.178,6.993742131325578
2024-07-18,2024-07-24,80219,544.008,2024,7,18,3,3,0,2024,7,24,6,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,120,4,5,2024,5,16945,2845.27,6,203.23357142857142,0,9,770.678,6.300800473454593
2024-07-18,2024-07-24,80219,1.872,2024,7,18,3,3,0,2024,7,24,6,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,120,4,3,2024,5,16945,2845.27,6,203.23357142857142,1,6,4.992,1.0550086511859778
2024-07-18,2024-07-24,80219,854.352,2024,7,18,3,3,0,2024,7,24,6,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,120,4,5,2024,5,16945,2845.27,6,203.23357142857142,0,6,1263.729,6.751513080119686
2024-07-18,2024-07-24,80219,593.568,2024,7,18,3,3,0,2024,7,24,6,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,120,4,14,2024,5,16945,2845.27,6,203.23357142857142,1,2,853.254,6.387835091423207
2024-07-18,2024-07-24,80219,338.04,2024,7,18,3,3,0,2024,7,24,6,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,120,4,14,2024,5,16945,2845.27,6,203.23357142857142,1,7,639.8614285714285,5.826118094519989
2025-08-01,2025-08-04,28205,271.96,2025,8,1,4,3,0,2025,8,4,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,74,31,13,2025,1,16750,287.426,3,95.80866666666667,2,6,312.75399999999996,5.6093252643033145
2024-07-14,2024-07-18,10009,11.21,2024,7,14,6,3,1,2024,7,18,4,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,327,30,14,2024,6,20755,758.6959999999999,2,94.83699999999999,1,6,24.288333333333338,2.502255288122613
2024-07-14,2024-07-18,10009,9.144,2024,7,14,6,3,1,2024,7,18,4,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,327,30,3,2024,6,20755,758.6959999999999,2,94.83699999999999,1,7,5.9871428571428575,2.31688239769487
2024-07-14,2024-07-18,10009,14.07,2024,7,14,6,3,1,2024,7,18,4,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,327,30,8,2024,6,20755,758.6959999999999,2,94.83699999999999,1,8,7.336499999999999,2.712706012638404
2024-07-14,2024-07-18,10009,41.86,2024,7,14,6,3,1,2024,7,18,4,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,327,30,2,2024,6,20755,758.6959999999999,2,94.83699999999999,1,6,24.31866666666667,3.7579389900454307
2024-07-14,2024-07-18,10009,8.544,2024,7,14,6,3,1,2024,7,18,4,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,327,30,3,2024,6,20755,758.6959999999999,2,94.83699999999999,1,8,12.4155,2.2559126847956152
2024-07-14,2024-07-18,10009,579.136,2024,7,14,6,3,1,2024,7,18,4,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,327,30,4,2024,6,20755,758.6959999999999,2,94.83699999999999,0,7,698.0657142857143,6.3632625588123
2025-09-09,2025-09-13,19134,141.372,2025,9,9,1,3,0,2025,9,13,4,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,372,36,5,2025,8,20620,5440.319,9,226.67995833333336,0,8,218.36925000000002,4.9584433504303345
2025-09-09,2025-09-13,19134,3.036,2025,9,9,1,3,0,2025,9,13,4,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,372,36,3,2025,8,20620,5440.319,9,226.67995833333336,1,8,12.08075,1.3952541024913625
2025-09-09,2025-09-13,19134,4.503,2025,9,9,1,3,0,2025,9,13,4,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,372,36,3,2025,8,20620,5440.319,9,226.67995833333336,1,8,54.223625,1.7052933980776217
2025-09-09,2025-09-13,19134,4.672,2025,9,9,1,3,0,2025,9,13,4,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,372,36,2,2025,8,20620,5440.319,9,226.67995833333336,1,7,11.513142857142856,1.7355417892298264
2025-09-09,2025-09-13,19134,95.88,2025,9,9,1,3,0,2025,9,13,4,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,372,36,0,2025,8,20620,5440.319,9,226.67995833333336,2,9,157.13666666666666,4.573473099244837
2025-09-09,2025-09-13,19134,17.024,2025,9,9,1,3,0,2025,9,13,4,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,372,36,9,2025,8,20620,5440.319,9,226.67995833333336,0,3,40.432,2.8917042031299434
2025-09-09,2025-09-13,19134,258.696,2025,9,9,1,3,0,2025,9,13,4,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,372,36,0,2025,8,20620,5440.319,9,226.67995833333336,2,6,373.672,5.559511716162715
2025-09-09,2025-09-13,19134,1931.958,2025,9,9,1,3,0,2025,9,13,4,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,372,36,13,2025,8,20620,5440.319,9,226.67995833333336,2,8,929.73575,7.566806751088159
2022-07-12,2022-07-16,90036,249.75,2022,7,12,1,3,0,2022,7,16,4,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,265,3,14,2022,2,11170,5907.972,11,218.81377777777777,1,4,119.325,5.524456426842045
2022-07-12,2022-07-16,90036,255.936,2022,7,12,1,3,0,2022,7,16,4,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,265,3,13,2022,2,11170,5907.972,11,218.81377777777777,2,4,123.96900000000001,5.5488270266454345
2024-12-04,2024-12-05,10024,113.79,2024,12,4,2,4,0,2024,12,5,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,327,30,9,2024,6,11140,11789.63,4,736.851875,0,6,91.032,4.743104372077405
2024-12-04,2024-12-05,10024,78.15,2024,12,4,2,4,0,2024,12,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,327,30,0,2024,6,11140,11789.63,4,736.851875,2,5,328.22999999999996,4.371344786327021
2024-12-04,2024-12-05,10024,1.728,2024,12,4,2,4,0,2024,12,5,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,327,30,3,2024,6,11140,11789.63,4,736.851875,1,7,5.430857142857143,1.0035687399812157
2024-12-04,2024-12-05,10024,40.56,2024,12,4,2,4,0,2024,12,5,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,327,30,12,2024,6,11140,11789.63,4,736.851875,1,5,51.511199999999995,3.727138166231027
2024-12-04,2024-12-05,10024,182.94,2024,12,4,2,4,0,2024,12,5,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,327,30,14,2024,6,11140,11789.63,4,736.851875,1,5,214.64960000000002,5.214609617474552
2024-12-04,2024-12-05,10024,193.86,2024,12,4,2,4,0,2024,12,5,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,327,30,14,2024,6,11140,11789.63,4,736.851875,1,2,290.79,5.272281351997195
2025-11-06,2025-11-11,90045,15.28,2025,11,6,3,4,0,2025,11,11,5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,265,3,7,2025,3,21910,8025.707,13,258.8937741935484,1,8,18.336,2.789937360574394
2025-11-06,2025-11-11,90045,8.73,2025,11,6,3,4,0,2025,11,11,5,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,265,3,9,2025,3,21910,8025.707,13,258.8937741935484,0,6,16.005,2.2752138961979136
2025-11-06,2025-11-11,90045,5.68,2025,11,6,3,4,0,2025,11,11,5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,265,3,2,2025,3,21910,8025.707,13,258.8937741935484,1,3,4.733333333333333,1.8991179875485544
2023-10-31,2023-11-02,14215,2.78,2023,10,31,1,4,0,2023,11,2,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,56,30,2,2023,2,16480,4642.088400000001,10,357.0837230769231,1,3,4.540666666666667,1.3297240096314962
2023-10-31,2023-11-02,14215,79.96,2023,10,31,1,4,0,2023,11,2,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,56,30,7,2023,2,16480,4642.088400000001,10,357.0837230769231,1,5,135.932,4.3939552055391555
